"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"8603","FDA14","OUT013",1960.18654047
"8604","DRC24","OUT035",2716.27884102
"8605","FDW21","OUT018",1537.90048249333
"8606","NCH29","OUT046",1897.13473673333
"8607","FDU58","OUT013",3538.61970633
"8608","FDY27","OUT017",1944.16367508666
"8609","FDV56","OUT035",1287.70248549667
"8610","FDT59","OUT046",4502.67433727001
"8611","FDB23","OUT046",3324.34583606666
"8612","FDR49","OUT045",736.214297813335
"8613","FDB03","OUT010",647.673972286666
"8614","FDN39","OUT045",2359.24369089
"8615","FDX02","OUT027",5366.31497632
"8616","FDQ16","OUT027",2868.96207222667
"8617","FDU35","OUT018",1673.21294731334
"8618","NCT29","OUT013",1508.72512649333
"8619","FDZ27","OUT046",662.120811393335
"8620","FDN57","OUT017",2271.7735168
"8621","FDA03","OUT018",2127.07811012666
"8622","FDZ36","OUT045",3337.80801245667
"8623","NCU05","OUT013",1287.51360913333
"8624","FDT39","OUT018",2287.90629466667
"8625","FDK60","OUT017",1711.00548639333
"8626","FDZ25","OUT017",3181.44352866332
"8627","FDG12","OUT046",2551.51783136334
"8628","DRB01","OUT019",419.565399436667
"8629","NCC43","OUT027",5160.35034554001
"8630","FDX13","OUT019",669.811211970002
"8631","FDM22","OUT049",947.265374273333
"8632","FDJ03","OUT027",1640.89396113
"8633","FDU14","OUT018",3915.81489207667
"8634","FDB33","OUT010",450.995276299999
"8635","FDP27","OUT046",3619.7222358
"8636","FDO38","OUT010",186.599560363334
"8637","FDE28","OUT027",6476.42624203334
"8638","FDO27","OUT035",1523.90212626667
"8639","DRL23","OUT027",2180.69212118667
"8640","FDS28","OUT046",856.610856329999
"8641","FDX24","OUT013",1408.58569942667
"8642","FDZ02","OUT035",1238.57491225333
"8643","FDL46","OUT045",1646.68401315333
"8644","FDS60","OUT027",4836.14720268666
"8645","NCO06","OUT017",493.531473929999
"8646","FDO16","OUT035",1711.08538239333
"8647","FDC60","OUT049",1770.5792508
"8648","FDA48","OUT018",3847.56856112667
"8649","FDZ36","OUT027",4078.97902482
"8650","FDK27","OUT045",1935.26629007667
"8651","FDW23","OUT018",636.864798060002
"8652","FDM14","OUT018",1385.28568443
"8653","FDM14","OUT013",1582.74574110333
"8654","FDW60","OUT018",2884.70156203333
"8655","FDE21","OUT013",1825.84825201667
"8656","NCM42","OUT035",1662.8428238
"8657","FDY59","OUT010",186.523492713334
"8658","DRI49","OUT049",1440.21692530667
"8659","FDT28","OUT019",268.784147993333
"8660","FDQ22","OUT018",550.374259896669
"8661","FDR60","OUT049",1173.32762192
"8662","FDC50","OUT019",317.733519866667
"8663","FDV24","OUT013",2234.13142632666
"8664","DRF48","OUT010",512.216141133332
"8665","FDQ47","OUT046",801.33933617
"8666","DRN36","OUT049",1445.76087545667
"8667","NCY06","OUT035",2198.94339697667
"8668","FDE52","OUT035",1363.76915899
"8669","NCB54","OUT045",1659.23929226667
"8670","NCF31","OUT035",2060.74772964333
"8671","FDJ08","OUT027",5244.67053105667
"8672","NCC07","OUT017",1415.98062906
"8673","NCD19","OUT027",1963.15933747
"8674","FDL46","OUT049",1845.01907528333
"8675","FDM20","OUT045",4902.05450056
"8676","NCI06","OUT010",454.78477687
"8677","DRM11","OUT035",4297.93004021333
"8678","NCH07","OUT018",2392.23006389667
"8679","FDS23","OUT013",2128.36480191667
"8680","FDO49","OUT018",716.993772576665
"8681","FDS35","OUT049",1020.41763033
"8682","DRK39","OUT045",1454.37090118666
"8683","DRI39","OUT049",859.771808410001
"8684","FDV04","OUT017",1704.01227828666
"8685","NCN14","OUT035",2696.66007861
"8686","FDH08","OUT013",4047.26325343666
"8687","FDS20","OUT046",3200.22216244
"8688","FDV40","OUT049",1051.18085275
"8689","FDZ48","OUT010",201.650502003333
"8690","FDS24","OUT027",2111.32816726
"8691","FDK44","OUT049",2022.8029332
"8692","FDS48","OUT045",2023.10011303
"8693","FDK26","OUT010",627.629863546666
"8694","FDD23","OUT045",3491.77679249667
"8695","NCH54","OUT017",2911.93676573667
"8696","NCP14","OUT010",217.860224156667
"8697","FDM60","OUT010",100.571309333333
"8698","FDV24","OUT017",2227.87481495333
"8699","FDH08","OUT018",3441.95333619
"8700","FDS12","OUT027",3169.94039109668
"8701","FDR39","OUT027",5320.57369516666
"8702","FDP12","OUT027",971.508772386666
"8703","DRF60","OUT027",5237.76845987334
"8704","FDC09","OUT035",1412.61838344667
"8705","FDF50","OUT018",2926.89995493666
"8706","FDG28","OUT035",3476.76688633001
"8707","NCE19","OUT017",841.979235530001
"8708","NCM53","OUT010",270.33167803
"8709","NCN18","OUT049",1518.34686861333
"8710","FDF32","OUT035",3046.84722051666
"8711","FDF11","OUT013",3285.60277871333
"8712","DRI59","OUT049",3836.83304657333
"8713","NCG54","OUT035",3022.27012344334
"8714","FDM44","OUT046",1332.71179722666
"8715","FDT57","OUT018",2231.38644389333
"8716","FDV24","OUT046",2378.70531340333
"8717","FDI50","OUT019",681.035678946667
"8718","FDS09","OUT035",904.014640083334
"8719","NCC31","OUT027",4168.07707991
"8720","FDQ07","OUT019",437.175154733334
"8721","FDC22","OUT017",3292.84861353333
"8722","FDZ56","OUT046",2962.28915575667
"8723","FDZ40","OUT019",168.52137038
"8724","FDS46","OUT027",2529.17016559
"8725","DRD24","OUT045",2012.89506353
"8726","FDV45","OUT017",3310.96752828333
"8727","FDL26","OUT045",3468.26111378334
"8728","FDA56","OUT018",1682.95647535
"8729","FDN27","OUT046",1649.55859355667
"8730","FDM20","OUT049",4897.94992123667
"8731","FDO16","OUT017",1969.75313215666
"8732","FDL03","OUT035",3053.70088804
"8733","FDE58","OUT046",2135.39418515667
"8734","FDI02","OUT027",3160.8545403
"8735","NCC55","OUT019",55.8326896899999
"8736","FDR03","OUT018",3600.93463591667
"8737","FDB14","OUT017",1520.09926531
"8738","FDR45","OUT013",4774.42137294
"8739","NCN07","OUT017",2083.29601205333
"8740","FDM51","OUT019",244.181195686666
"8741","FDT52","OUT027",6107.93792262667
"8742","FDL26","OUT046",2891.84906929
"8743","NCZ42","OUT046",3963.20706871666
"8744","DRI47","OUT019",437.526519586666
"8745","FDW40","OUT013",2228.26863565333
"8746","FDN34","OUT046",3087.08372275333
"8747","FDS01","OUT035",2911.14728229
"8748","NCG55","OUT045",1904.15233531333
"8749","FDC11","OUT035",1460.50167636
"8750","FDX35","OUT018",3205.62117902667
"8751","NCB06","OUT046",2114.06316269333
"8752","FDR09","OUT019",551.51559645
"8753","FDC53","OUT017",1452.63520497333
"8754","FDY45","OUT013",3770.94419136
"8755","FDA22","OUT010",454.306810146667
"8756","FDE02","OUT035",1892.01669884333
"8757","FDW21","OUT045",1657.82780736333
"8758","FDV34","OUT046",1317.85381552333
"8759","FDS59","OUT049",2259.00679070333
"8760","NCW17","OUT017",2698.65621358999
"8761","NCK54","OUT046",1866.76039699667
"8762","FDG17","OUT019",536.117107209999
"8763","FDG35","OUT017",3496.61473942334
"8764","FDD08","OUT010",129.936673556667
"8765","NCO07","OUT017",3694.78742403
"8766","FDJ10","OUT010",344.258903093333
"8767","FDW36","OUT017",1719.96540112
"8768","FDW21","OUT010",267.258189876667
"8769","FDY19","OUT017",2191.97420205666
"8770","DRE03","OUT013",681.039618263334
"8771","NCC55","OUT049",761.609485539999
"8772","FDH52","OUT010",144.662083383333
"8773","FDO09","OUT017",4640.32652316
"8774","FDU43","OUT045",3768.37482477333
"8775","FDX09","OUT010",387.915164966666
"8776","FDH40","OUT019",259.8267855
"8777","FDW58","OUT017",1792.79944916334
"8778","FDC47","OUT017",5140.57476503666
"8779","NCR41","OUT035",1496.96667682
"8780","DRG49","OUT035",5233.49087242
"8781","FDC52","OUT027",3480.67774004667
"8782","FDY13","OUT046",1407.88354674666
"8783","FDY35","OUT013",773.295573849998
"8784","FDI35","OUT017",4216.38403245999
"8785","NCU18","OUT049",2280.83068271334
"8786","FDY33","OUT018",2875.61436854
"8787","FDC15","OUT027",3771.00744236
"8788","FDU01","OUT049",3342.10039176667
"8789","NCU42","OUT046",3582.35209133668
"8790","NCV29","OUT018",2277.34014853667
"8791","NCY30","OUT017",2971.95978979001
"8792","FDQ46","OUT049",1814.7507531
"8793","FDG58","OUT027",3973.99815537666
"8794","FDK33","OUT017",4275.08567654334
"8795","NCD07","OUT045",1281.61372230334
"8796","NCX29","OUT027",3630.98296668333
"8797","NCT42","OUT013",2124.64054974667
"8798","DRN59","OUT035",690.179143636668
"8799","FDI44","OUT035",1420.22048784667
"8800","FDA45","OUT049",1924.13224983667
"8801","FDP31","OUT045",846.126570309995
"8802","FDY01","OUT046",1841.36346709333
"8803","FDT09","OUT018",2263.60461686
"8804","DRH03","OUT027",2062.61469942333
"8805","FDA36","OUT018",2482.36197322667
"8806","NCF31","OUT017",2084.68143088667
"8807","FDG14","OUT049",3091.40060350333
"8808","FDG28","OUT027",5917.58898724
"8809","FDU14","OUT049",3894.99208585
"8810","FDY47","OUT019",306.87830557
"8811","FDI56","OUT049",1498.52611358
"8812","DRD01","OUT013",805.540123593331
"8813","FDM22","OUT046",1162.67845053
"8814","FDH33","OUT013",701.089674816666
"8815","DRZ24","OUT013",2303.04374592
"8816","NCQ38","OUT046",1701.20654160333
"8817","FDO16","OUT027",2206.05687075667
"8818","FDU07","OUT027",3830.62995442334
"8819","NCB07","OUT013",2377.69161071
"8820","FDU48","OUT045",1457.37327080333
"8821","NCM43","OUT045",2473.74684303
"8822","FDR31","OUT010",378.920650833334
"8823","DRK49","OUT018",375.343473883334
"8824","NCI30","OUT010",773.604982206668
"8825","DRD60","OUT017",2957.08536282667
"8826","NCG19","OUT046",2962.34208685667
"8827","FDH12","OUT035",1690.61429611333
"8828","FDM32","OUT035",1380.39479530667
"8829","FDM27","OUT035",2557.30877112
"8830","NCU53","OUT027",3696.02425849666
"8831","NCQ18","OUT046",1930.32221463
"8832","FDS10","OUT013",2666.53924222334
"8833","FDB33","OUT027",4601.93403170001
"8834","FDI12","OUT013",1236.26149028333
"8835","NCW42","OUT013",4072.26721708332
"8836","NCC06","OUT018",2245.31580104667
"8837","FDW02","OUT017",2653.09530875333
"8838","NCD43","OUT017",1534.45272596666
"8839","FDM57","OUT018",1050.01472624333
"8840","FDA58","OUT017",3239.84517436333
"8841","FDK56","OUT046",3336.83625516333
"8842","FDP52","OUT045",4573.5240128
"8843","FDW20","OUT018",2025.18302394334
"8844","FDS52","OUT049",1452.09091347333
"8845","NCT29","OUT018",1705.86032825
"8846","NCL54","OUT013",3225.13314711667
"8847","FDC05","OUT045",2683.47646184333
"8848","FDF34","OUT035",2914.31084208667
"8849","FDP03","OUT027",3129.12191308
"8850","FDD32","OUT010",171.647612086667
"8851","FDZ10","OUT045",1909.54421674333
"8852","FDZ40","OUT035",914.897385209998
"8853","FDD51","OUT018",531.72232786
"8854","NCY30","OUT019",345.643467483334
"8855","FDP58","OUT017",3481.15074656
"8856","FDV49","OUT017",4368.93806517667
"8857","FDY24","OUT019",173.766087816667
"8858","NCO55","OUT017",1590.66089356667
"8859","FDR13","OUT017",1701.90701868667
"8860","FDS51","OUT017",905.806674073333
"8861","FDP26","OUT045",1153.96796667667
"8862","NCB54","OUT027",3834.22954664
"8863","FDF32","OUT017",2959.66190895666
"8864","FDN31","OUT018",2606.41623720333
"8865","DRM48","OUT017",807.739494023333
"8866","FDN20","OUT049",2855.96148388
"8867","DRL01","OUT046",4497.18870010334
"8868","FDV56","OUT049",1199.65910199333
"8869","DRH13","OUT027",2536.55436474667
"8870","FDA03","OUT017",2244.8302553
"8871","FDF47","OUT027",4626.61109864333
"8872","FDX32","OUT046",2646.23896693333
"8873","FDX57","OUT049",1804.89681323
"8874","NCA30","OUT045",3064.7036991
"8875","FDO49","OUT013",744.39572589
"8876","FDL04","OUT019",216.548642543333
"8877","DRM48","OUT035",841.970813160001
"8878","FDR16","OUT013",4064.63686057
"8879","NCC19","OUT018",3189.54184270667
"8880","NCE42","OUT045",3185.86401899
"8881","FDY24","OUT017",1179.84200886
"8882","FDH19","OUT049",2186.23418490333
"8883","FDJ46","OUT013",2658.26526794666
"8884","FDN45","OUT010",650.401544049999
"8885","FDY08","OUT035",2198.24649302
"8886","FDZ37","OUT035",1492.15904598667
"8887","NCT30","OUT045",764.771547286669
"8888","DRY23","OUT018",412.072419656667
"8889","NCZ30","OUT018",1894.90078909
"8890","FDC44","OUT018",1742.71395617
"8891","FDB45","OUT035",1516.26615484
"8892","FDY04","OUT013",2143.23152779333
"8893","FDM27","OUT046",2390.98181096
"8894","FDZ43","OUT017",4566.06888374999
"8895","FDT39","OUT019",403.597018686667
"8896","NCC06","OUT019",333.041870883333
"8897","FDL15","OUT027",4228.70589319
"8898","FDL57","OUT017",4892.21040343333
"8899","FDU08","OUT046",1229.00265017
"8900","FDK40","OUT017",4231.86552476667
"8901","FDQ12","OUT010",529.972572170001
"8902","FDS48","OUT017",2627.24754347667
"8903","FDP09","OUT045",4027.91487240666
"8904","FDW21","OUT049",1622.12399385
"8905","FDY25","OUT035",3866.30582653
"8906","DRE13","OUT017",1351.02611318
"8907","FDV43","OUT019",123.452513936667
"8908","FDD22","OUT045",1990.97759333
"8909","FDM46","OUT019",299.718081533333
"8910","NCO30","OUT010",526.037616493333
"8911","FDM25","OUT046",2891.95035966333
"8912","NCN41","OUT049",2000.72826762
"8913","FDU24","OUT045",1796.39134029333
"8914","FDZ50","OUT046",3305.45949804334
"8915","FDP45","OUT013",3177.45236837
"8916","NCM54","OUT045",1799.19135109667
"8917","FDW10","OUT019",300.247958463333
"8918","FDP20","OUT017",1852.60835193667
"8919","FDK32","OUT046",2761.65372133667
"8920","FDN52","OUT049",1128.82562759667
"8921","FDM58","OUT045",2027.14883173333
"8922","FDZ46","OUT027",2997.93395719667
"8923","NCA18","OUT018",1557.52211894
"8924","FDD35","OUT046",1945.73479663667
"8925","NCK31","OUT035",782.036273926667
"8926","FDI40","OUT027",3092.13076417001
"8927","FDT50","OUT019",215.675401456666
"8928","NCT06","OUT046",3061.60262463333
"8929","FDT31","OUT035",2686.28840156333
"8930","FDT45","OUT049",906.475070693333
"8931","FDT13","OUT045",3518.43380438334
"8932","FDO50","OUT045",1436.31886604666
"8933","NCU18","OUT010",347.439951236666
"8934","NCR54","OUT049",3116.93708508666
"8935","NCO18","OUT018",2567.17548325334
"8936","FDU09","OUT045",871.036700543333
"8937","FDT13","OUT018",2846.05900719
"8938","FDE09","OUT046",1686.52042507334
"8939","NCK53","OUT019",308.031215946667
"8940","FDG45","OUT049",3780.96650095333
"8941","DRH15","OUT035",738.419094513336
"8942","FDO21","OUT019",495.299394863332
"8943","FDD14","OUT027",5542.38536464668
"8944","FDC09","OUT046",1387.56986668333
"8945","FDH45","OUT027",932.239766323333
"8946","FDV32","OUT046",1238.79611320667
"8947","FDG12","OUT035",2221.38290986
"8948","FDS32","OUT013",1918.54429030667
"8949","NCL55","OUT018",3947.75984291667
"8950","DRE01","OUT035",4558.86491665333
"8951","DRE15","OUT049",1356.44694581333
"8952","NCL42","OUT045",4737.75148362666
"8953","FDP31","OUT013",1028.37673669
"8954","FDN33","OUT018",1137.74780256
"8955","FDZ59","OUT046",3132.32329031666
"8956","FDE45","OUT010",370.621498219999
"8957","FDJ07","OUT013",1687.69328725667
"8958","FDQ45","OUT018",2875.81421950667
"8959","FDM33","OUT027",4538.97563970332
"8960","FDO15","OUT010",215.40167998
"8961","FDM46","OUT013",1600.64790466334
"8962","FDR03","OUT045",3595.46002883668
"8963","FDY49","OUT018",2099.54479447333
"8964","FDQ60","OUT045",2021.8558327
"8965","FDW10","OUT049",2656.55872267666
"8966","FDO51","OUT049",746.347374333334
"8967","FDJ40","OUT018",1500.70071625
"8968","FDS20","OUT018",2748.86060736667
"8969","FDU45","OUT013",2523.21793578334
"8970","FDV02","OUT035",2649.36156893333
"8971","FDN09","OUT046",3563.45699804333
"8972","NCM55","OUT027",3483.21866587667
"8973","FDN23","OUT018",2619.76141034
"8974","FDY31","OUT010",420.190885246667
"8975","FDW03","OUT010",273.448343313333
"8976","FDD14","OUT046",3142.69574413
"8977","FDV23","OUT017",1873.86947649667
"8978","DRI03","OUT045",3010.97177485999
"8979","FDN13","OUT035",1233.17398704
"8980","FDF45","OUT027",1910.57675048
"8981","FDU46","OUT035",1557.12727734667
"8982","FDB57","OUT049",3163.97290337333
"8983","FDV12","OUT049",1759.52339767333
"8984","FDQ58","OUT013",1946.86903132334
"8985","NCA18","OUT017",1571.43150209333
"8986","FDH52","OUT049",864.712998723333
"8987","FDM24","OUT018",2280.67089071333
"8988","NCP43","OUT027",3555.68309505
"8989","NCO18","OUT019",363.375230629999
"8990","FDM32","OUT017",1125.26562828667
"8991","NCL07","OUT017",592.982974243333
"8992","FDK03","OUT013",4482.56233912333
"8993","FDP59","OUT017",1746.23681493666
"8994","FDQ24","OUT049",4075.93053745667
"8995","FDQ16","OUT018",1646.01522815
"8996","FDU44","OUT013",2561.32899358333
"8997","FDH28","OUT010",101.43093481
"8998","FDV28","OUT019",86.2482091566665
"8999","FDM22","OUT045",1094.87449929333
"9000","FDR56","OUT046",2733.69063178333
"9001","FDV39","OUT049",2717.07503795
"9002","FDU37","OUT019",273.3401952
"9003","FDQ11","OUT010",651.391599746665
"9004","FDX02","OUT045",4045.11440612999
"9005","NCS42","OUT018",1463.35077881667
"9006","FDY57","OUT027",2783.37887520667
"9007","FDB21","OUT049",3917.30677232999
"9008","FDE28","OUT017",3500.11183173001
"9009","FDQ55","OUT017",2295.83171154667
"9010","FDA48","OUT049",3969.89276599666
"9011","FDZ19","OUT045",2133.95445923666
"9012","NCC43","OUT045",3044.99288984
"9013","NCV18","OUT046",2120.50099373
"9014","NCA42","OUT018",2999.56332514999
"9015","FDY45","OUT046",3458.27052956
"9016","NCC30","OUT045",2899.73591415667
"9017","FDM57","OUT013",1409.95314166
"9018","FDL09","OUT010",464.643122116666
"9019","FDB09","OUT027",3619.24663266666
"9020","FDT44","OUT035",1815.03956604333
"9021","NCT06","OUT027",3883.46061849333
"9022","FDX26","OUT049",3585.71596816
"9023","FDK32","OUT013",2737.92062563333
"9024","DRA12","OUT046",2181.02644156
"9025","FDO46","OUT010",552.610271519999
"9026","FDE52","OUT013",1239.0984086
"9027","NCH42","OUT045",4379.10728354
"9028","FDV08","OUT035",635.070178546667
"9029","FDB47","OUT018",2339.34673504667
"9030","FDC28","OUT010",194.578574143334
"9031","FDD22","OUT046",2065.00421123666
"9032","FDS07","OUT027",3842.48059520333
"9033","DRI13","OUT045",3360.50859661666
"9034","FDG32","OUT018",3391.74007617666
"9035","FDU14","OUT017",3893.31079659333
"9036","FDD28","OUT019",177.61003973
"9037","NCP41","OUT017",1569.42090815666
"9038","FDS08","OUT049",2298.21522006333
"9039","FDX47","OUT045",2007.91540107333
"9040","FDC53","OUT019",194.46976023
"9041","FDQ19","OUT035",3392.31375165001
"9042","FDL14","OUT045",2493.00791548666
"9043","FDM33","OUT019",582.068337296667
"9044","FDA51","OUT045",1946.34733263667
"9045","FDZ27","OUT018",547.71973749
"9046","FDT04","OUT046",604.169401846666
"9047","DRC13","OUT049",2090.23672183
"9048","FDR16","OUT027",4926.54428906001
"9049","FDQ03","OUT027",5659.20192766
"9050","FDE38","OUT035",2633.81650382333
"9051","DRH23","OUT027",2141.78274699334
"9052","FDT11","OUT019",595.63723033
"9053","FDD09","OUT035",2484.16491524
"9054","FDR40","OUT045",1546.15569230666
"9055","FDX07","OUT017",2955.64752334
"9056","FDR07","OUT035",1698.25028973333
"9057","FDA51","OUT017",1821.53779623667
"9058","FDT59","OUT019",625.25434463
"9059","FDF20","OUT017",2836.50584247
"9060","FDR13","OUT045",1679.73810911667
"9061","FDY26","OUT049",5148.24571315667
"9062","FDW04","OUT017",1717.30783822667
"9063","FDK52","OUT017",5052.32710299667
"9064","FDN60","OUT049",3101.00591146
"9065","FDM09","OUT019",405.750426723333
"9066","FDP46","OUT049",1544.46774505
"9067","FDB50","OUT019",294.54189711
"9068","NCQ29","OUT049",3354.98551929667
"9069","FDP16","OUT027",6732.10088789666
"9070","FDX33","OUT018",2396.16561879333
"9071","FDP07","OUT010",475.747611933334
"9072","FDN22","OUT046",3797.97027838
"9073","FDF39","OUT049",4018.99245331667
"9074","FDS21","OUT017",909.43080102
"9075","NCM42","OUT013",1752.27956025334
"9076","FDK50","OUT019",387.711530036666
"9077","DRF13","OUT027",3659.93117391667
"9078","FDH35","OUT018",1850.50414652
"9079","FDP60","OUT018",1563.05052266
"9080","DRJ49","OUT027",2555.02301314
"9081","NCT42","OUT019",333.04657587
"9082","FDE38","OUT049",2651.27990518333
"9083","FDI04","OUT049",3722.36997559333
"9084","NCH54","OUT045",2898.66465305333
"9085","FDT56","OUT049",776.620068603332
"9086","DRD15","OUT018",3333.04374739667
"9087","FDV58","OUT013",2124.71404297001
"9088","FDP21","OUT049",3528.82786340667
"9089","FDH05","OUT013",3424.05687631666
"9090","FDR10","OUT027",4602.62454397668
"9091","NCP06","OUT045",2185.26259406001
"9092","FDF33","OUT049",2148.23939797667
"9093","DRK37","OUT013",3768.91971549333
"9094","DRH49","OUT045",1175.80408721333
"9095","FDT58","OUT013",2437.14050432667
"9096","FDD41","OUT018",1571.26754884334
"9097","FDP40","OUT018",1786.89606688333
"9098","FDM51","OUT027",2500.9122487
"9099","FDO45","OUT010",212.11665607
"9100","FDW33","OUT010",293.743447556666
"9101","FDY24","OUT045",1049.46075845
"9102","FDB10","OUT010",583.832440976667
"9103","FDM40","OUT035",2119.34267927667
"9104","NCI06","OUT017",3649.62532229667
"9105","FDW12","OUT019",252.445804376667
"9106","FDX48","OUT027",4065.82004265334
"9107","NCW05","OUT027",2441.49142965
"9108","FDX27","OUT017",1457.94862187333
"9109","DRM37","OUT045",4028.56852155666
"9110","FDA38","OUT045",3560.92280789
"9111","FDR36","OUT046",720.436923986667
"9112","FDZ45","OUT046",3481.27744829999
"9113","FDG05","OUT017",2375.21074004
"9114","FDK28","OUT013",5542.92225467
"9115","FDV47","OUT045",1511.11289613
"9116","FDN21","OUT045",2366.72051392333
"9117","FDP20","OUT027",4209.59794363667
"9118","FDI35","OUT045",4034.24677466333
"9119","DRY23","OUT013",609.279450136667
"9120","FDA56","OUT017",2056.93401614667
"9121","FDB09","OUT013",1789.02113403333
"9122","NCO26","OUT027",2676.61451620667
"9123","FDQ49","OUT018",1982.26911797333
"9124","FDI52","OUT027",2681.59509968667
"9125","FDZ44","OUT027",3458.54573799
"9126","FDZ09","OUT018",2714.94825081667
"9127","FDY03","OUT049",2048.20908443333
"9128","NCG42","OUT017",2168.87077560667
"9129","DRI13","OUT027",6968.03782618002
"9130","FDQ32","OUT013",2158.2246558
"9131","FDW16","OUT035",1176.21820371667
"9132","FDU27","OUT046",922.874756683333
"9133","FDR28","OUT010",402.352472036667
"9134","FDQ49","OUT010",499.327196350001
"9135","FDS37","OUT046",1704.90216437334
"9136","FDW26","OUT018",3616.70023618
"9137","FDX12","OUT018",3278.26011438
"9138","NCP06","OUT013",2472.78942263
"9139","FDW45","OUT010",315.083014453333
"9140","NCN30","OUT049",1371.71804532
"9141","FDN24","OUT049",960.678503396668
"9142","NCL41","OUT027",1160.213093
"9143","FDR02","OUT019",252.656008533333
"9144","FDD09","OUT010",538.055872423333
"9145","FDS33","OUT010",207.564792306667
"9146","FDU22","OUT045",2148.81099837333
"9147","FDI53","OUT013",2093.61147338667
"9148","DRH01","OUT049",2865.50797950334
"9149","FDX32","OUT013",2315.41233471333
"9150","NCP30","OUT018",577.407004916668
"9151","FDB60","OUT045",3154.86465950333
"9152","FDB14","OUT049",1442.59850300334
"9153","NCP02","OUT035",777.375407606667
"9154","FDJ10","OUT017",1995.15754121333
"9155","FDG34","OUT046",2039.81495545
"9156","NCB18","OUT017",1583.13963948
"9157","FDM16","OUT049",1240.49610034667
"9158","FDW25","OUT018",1154.76049061
"9159","FDB35","OUT010",204.168013866667
"9160","DRN11","OUT013",2196.11722023333
"9161","FDF41","OUT019",557.968341406667
"9162","FDH16","OUT045",1289.29712088333
"9163","NCQ50","OUT018",3143.06588454333
"9164","DRH23","OUT018",885.983699706667
"9165","DRJ37","OUT013",2316.21181625667
"9166","DRJ24","OUT027",5428.15281581999
"9167","FDY16","OUT035",2917.20012557333
"9168","FDQ27","OUT045",2049.31930593334
